,Item,Brand,Usage,Gender,Model,Size,Sale_Until,Prize
13521,Shoes,Rip Curl,New,Men,Rip Milo Paolini-Rusticucci,43,0,21.739470792882816
16462,Shoes,Vans,Used,Men,Vans Orazio Monti,42,0,21.94500001557172
9011,Shoes,Levi's,Very Used,Women,Levi's Dott. Teresa Fiorucci,38,0,19.869032264881714
21005,Shoes,Nike,Almost New,Men,Tommy Sante Orsini,45,0,97.1959520638056
13518,Shoes,Red Kap,New,Men,Red Griselda Pontecorvo,39,0,12.527423899037226
21004,Shoes,Nike,Used,Men,Tommy Vanessa Cimarosa,45,0,90.2480775262987
20995,Shoes,Nike,New,Men,Tommy Martino Cusano,37,0,89.42011414191101
20128,Shoes,Anne Klein,Very Used,Women,Anne Antonello Bondumier,41,0,102.45297648095087
24569,Shoes,Bella,Used,Women,Bella Donna Pininfarina,40,0,15.156945821490975
13478,Shoes,Quiksilver,Very Used,Men,Quiksilver Ivan Ferrara,44,0,21.82950009293855
9007,Shoes,Levi's,Almost New,Women,Levi's Puccio Paolini,42,0,23.80645938943447
16461,Shoes,Vans,New,Men,Vans Bianca Ferrata,43,0,16.59933031895019
4000,Shoes,eVogues Apparel,Used,Women,Plus Vanessa Piacentini,41,0,12.055979873132408
21031,Shoes,Victorinox,Very Used,Men,Victorinox Dott. Raffaello Pezzali,42,0,73.17004679758374
16391,Shoes,Toes on the Nose,Used,Men,Toes Fiorenzo Iannucci,43,0,25.502399378915076
13637,Shoes,UNIONBAY,New,Men,Unionbay Amedeo Salandra,45,0,12.928688908970788
860,Shoes,Oakley,Used,Women,Oakley Raffaella Angiolello,40,0,70.55999967455865
4054,Shoes,Hot from Hollywood,New,Women,Sexy Natalia Contarini,41,0,13.257079401638169
1354,Shoes,TrendsBlue,Almost New,Men,VERY Cristina Missoni,39,0,1.857785915041656
13607,Shoes,Orvis,Very Used,Men,Supercords Ludovica Vespa-Vercelloni,38,0,75.71700010802597
9119,Shoes,Lucky Brand,Almost New,Men,Lucky Pierpaolo Nibali,43,0,26.944610851805056
4042,Shoes,Hot from Hollywood,New,Women,Ruched Germana Modigliani,44,0,18.169340782746524
4036,Shoes,Roxy,Almost New,Women,Roxy Carla Lippomano,41,0,26.29899993306025
20054,Shoes,Mopas,Used,Women,Thick Ilaria Mengolo-Pugliese,39,0,5.21564988435656
12802,Shoes,Carhartt,New,Men,Carhartt Rita Baglioni,45,0,19.154195268532295
9075,Shoes,Lucky Brand,New,Men,Lucky Livia Camilleri,42,0,64.58384991462809
1333,Shoes,Turtle Fur,Very Used,Women,Turtle Girolamo Bajardi,41,0,3.0353924102262413
21059,Shoes,Alex Cannon,Almost New,Men,Alex Panfilo Collodi,39,0,30.61362503839226
9058,Shoes,Lucky Brand,Almost New,Men,Lucky Nedda Surian-Montanariello,41,0,69.36329972790554
17034,Shoes,BedHead,Very Used,Women,BedHead Ludovico Leblanc,39,0,66.14375000353903
895,Shoes,Okutani,New,Men,Okutani Monica Morosini,43,0,4.183892898568108
18924,Shoes,Gold Toe,Used,Men,Gold Dott. Roberto Trapanese,37,0,6.836400014162063
22269,Shoes,Roxy,Almost New,Women,Roxy Eleanora Petrucelli,38,0,21.537449982832186
3628,Shoes,Calvin Klein,Very Used,Women,Calvin Sig. Lazzaro Schicchi,41,0,57.983999907970414
2313,Shoes,Nike,Very Used,Men,Nike Achille Gianvecchio-Oliboni,44,0,12.25391400461501
15310,Shoes,DL1961,Very Used,Women,DL1961 Stella Cuzzocrea-Gradenigo,39,0,55.15439984053375
264,Shoes,Columbia,Used,Men,Columbia Elmo Donini,40,0,8.802702094851762
17877,Shoes,Majestic International,Used,Men,Majestic Sig. Gilberto Priuli,41,0,11.466000001877548
25562,Shoes,Original Penguin,New,Men,Original Marina Orsini-Saraceno,42,0,39.19889983199537
14740,Shoes,Sock It To Me,Very Used,Women,Sock Jolanda Siffredi,37,0,4.582115885451079
11861,Shoes,Kenneth Cole,New,Men,Kenneth Giuliana Berengario,42,0,81.3078000202775
17778,Shoes,Joseph Abboud,Used,Men,Joseph Sig. Alfio Bajardi,38,0,15.294857736527428
17783,Shoes,Josie by Natori,New,Women,Josie Raffaele Farina,45,0,41.13720007427037
10735,Shoes,Japanese Weekend,Very Used,Women,Japanese Giampaolo Giovine,39,0,30.98760009203107
18105,Shoes,Nautica,New,Men,Nautica Dott. Donatello Monduzzi,37,0,9.520874965412078
5553,Shoes,Roxy,New,Women,Roxy Marta Mascheroni,44,0,20.474559545549155
25767,Shoes,Blue Star Inc,Used,Men,SONS Ivo Boezio-Vergassola,42,0,10.924515348953044
10725,Shoes,Impact Fitness,Very Used,Women,Impact Hugo Pizziol,41,0,32.06610009111464
18797,Shoes,Dockers,New,Men,Dockers Eva Sobrero-Roncalli,41,0,8.830079777122736
11469,Shoes,Carhartt,Used,Men,Carhartt Raffaele Camanni-Cadorna,43,0,56.743839959216515
11834,Shoes,KAVU,Used,Men,KAVU Dott. Nino Grossi,42,0,52.512793878321645
15330,Shoes,Dickies Girl,Very Used,Women,Dickies Lisa Rizzoli,41,0,8.948250006185845
17772,Shoes,Jockey,Almost New,Men,JockeyÂ® Gemma Comisso,42,0,28.52849984541536
23040,Shoes,Freegun,Almost New,Men,Freegun Gaspare Scalera,43,0,15.321600047126413
23262,Shoes,Lucky Brand,Very Used,Women,Lucky Azeglio Montanariello,40,0,18.579600081592798
27056,Shoes,Perry Ellis,Almost New,Men,Perry Pasquale Barbarigo,44,0,11.384999980218709
11319,Shoes,A:X Armani Exchange,New,Men,Armani Guarino Pisaroni-Fieramosca,45,0,78.06150018218904
23032,Shoes,Frank Dandy,Almost New,Men,Frank Melina Pulci,38,0,38.67450011232869
6170,Shoes,Bali,New,Women,Bali Costanzo Jilani,38,0,17.96399999409914
5187,Shoes,LRG,Very Used,Men,Lrg Greca Morandi,45,0,44.27949998881668
11400,Shoes,Calvin Klein,New,Women,Calvin Zaira Gibilisco,41,0,48.995098789350685
25695,Shoes,Port Authority,New,Women,Port Nicoletta Frescobaldi-Marzorati,38,0,15.52885184290293
2144,Shoes,Impact Fitness,Very Used,Women,Impact Patrizia Necci,41,0,44.47275016182103
25293,Shoes,Ian Leino Design,Very Used,Men,Ian Severino Comolli,43,0,13.177999988198282
11222,Shoes,7 Diamonds,New,Men,7 Eva Esposito,37,0,78.80305280972941
25375,Shoes,LRG,Almost New,Men,LRG Lazzaro Nolcini,42,0,13.703087816337957
22641,Shoes,Marina West,Used,Women,2 Valentina Dulbecco-Bodoni,44,0,13.082399775660038
18402,Shoes,KNOTHE CORP.,Almost New,Men,State Amedeo Bazzi,44,0,14.073408365057231
11419,Shoes,Canada Goose,Very Used,Men,Canada Rosina Turrini-Pizzo,39,0,112.32000030577183
18130,Shoes,Nautica,Almost New,Women,Nautica Rosa Ferraris-Pertile,42,0,20.622600051853805
5985,Shoes,Adriana,Almost New,Women,Adriana Dott. Diana Chindamo,42,0,14.150340333458258
5005,Shoes,Hurley,New,Men,Hurley Pomponio Fittipaldi,38,0,34.080065023465096
5539,Shoes,Roxy,New,Women,Roxy Dott. Marcella Canova,43,0,20.96840005102568
192,Shoes,Carhartt,New,Men,Carhartt Giulia Donatoni-Tarantini,39,0,9.959678897443325
18672,Shoes,ChalkTalkSPORTS,Very Used,Men,Basketball Sig.ra Fiamma Pistoletto,43,0,4.893706382153131
124,Shoes,Y&G,Used,Men,Black Camilla Scarfoglio,41,0,5.231799906106479
10622,Shoes,Belly Bandit,New,Women,Belly Romina Brunelleschi,43,0,22.160317935350427
25789,Shoes,SmartWool,Used,Women,Smartwool Donatella Camicione,41,0,30.995999950915575
5640,Shoes,Threads4Thought,Used,Men,Threads4Thought Sig. Cipriano Giusti,40,0,20.107700034696606
23064,Shoes,Hot from Hollywood,New,Women,Halter Sig.ra Francesca Medici,44,0,14.371714628617902
11152,Shoes,Three Dots,Almost New,Women,Three Angelo Gagliano,39,0,5.639814026659415
18339,Shoes,Shadowline,Used,Women,Shadowline Melissa Cociarelli-Semitecolo,42,0,37.90800011828542
6041,Shoes,Angelina,New,Women,Angelina Carlo Venier,39,0,4.466231879901545
2022,Shoes,Gildan,Very Used,Men,Gildan Rosina Pellico,43,0,12.89731462759866
23072,Shoes,Hermanny by ViX,Used,Women,Hermanny Sig.ra Evangelista Foconi,40,0,39.23689999394119
11797,Shoes,ILSE JACOBSEN,Very Used,Women,ILSE Sophia Bertoli,41,0,144.8654996312689
5059,Shoes,John Deere,Very Used,Men,John Beatrice Pagliaro,42,0,23.19420097649023
5670,Shoes,Nike,New,Men,Tommy Cipriano Scarpetta,38,0,41.32283296507931
27093,Shoes,Gregg Homme,New,Men,Real Paloma Andreozzi,44,0,31.107560402896784
14815,Shoes,Wacoal,Used,Women,Wacoal Lucia Doglioni-Bompiani,43,0,21.284999968484044
15049,Shoes,American Apparel,Used,Women,American Ricciotti Gianetti,39,0,24.325199903547766
25780,Shoes,Seven7,Almost New,Women,Seven7 Pierangelo Garzoni,43,0,27.581399960070858
11128,Shoes,La Leche League,New,Women,Smocked Griselda Ferrara-Borsellino,39,0,27.26100010983646
10682,Shoes,Everly Grey,Almost New,Women,Everly Piersanti Faggiani,37,0,19.665000059176236
108,Shoes,Ivory Falcon,New,Men,Black Pina Pininfarina,41,0,1.722122962768793
15357,Shoes,Dickies,Almost New,Men,Dickies Dott. Federico Mantegna,37,0,21.666582941303627
11888,Shoes,Alpha Industries,Used,Men,Knox Olga Righi,43,0,33.7881595555687
18722,Shoes,Canari,Very Used,Men,Canari Serena Pederiva,38,0,6.121500005945564
23275,Shoes,Magic Suit,Very Used,Women,Magic Sig.ra Maria Guinizzelli,38,0,29.130948720128522
5605,Shoes,Swill,Very Used,Men,Swill's Aldo Canetta,39,0,34.95240015517921
10626,Shoes,Berkshire,Used,Women,Berkshire Barbara Coardi-Tozzi,40,0,12.369684179935962
15087,Shoes,BCBGeneration,Very Used,Women,BCBGeneration Greco Vercelloni,40,0,14.096250012516977
5632,Shoes,BG,New,Men,The Dott. Griselda Basadonna,39,0,26.136045400555727
25771,Shoes,Sanctuary,Used,Women,Sanctuary Riccardo Nibali,39,0,39.05499987490475
11082,Shoes,Prego,Almost New,Women,Prego Alphons Priuli,44,0,24.319050141051413
11541,Shoes,Carhartt,New,Women,Carhartt Liberto Galvani,40,0,63.77799858162925
22780,Shoes,Bjorn Borg,Very Used,Men,Bjorn Gastone Canevascini,40,0,24.188208978105962
5719,Shoes,UltraClub,Very Used,Men,Ultraclub Fedele Carli,38,0,23.558911115534755
5731,Shoes,UNIONBAY,New,Men,Unionbay Beatrice Catalano,41,0,17.359650834685567
18309,Shoes,SILK COUTURE,Very Used,Men,SILK Dolores Cociarelli,41,0,5.7471658993806845
27206,Shoes,Underworks,New,Men,Underworks Rodolfo Spadafora,45,0,18.02630775407202
10910,Shoes,Motherhood Maternity,Very Used,Women,Motherhood Martino Valmarana,41,0,26.127287860123335
11808,Shoes,Alpha Industries,Almost New,Men,Injector Ludovica Ortese,41,0,74.84400022029878
14825,Shoes,Wigwam,Very Used,Women,Wigwam Nanni Pergolesi,42,0,5.1731549240016195
18730,Shoes,Carhartt,Used,Men,Carhartt Agnolo Montanari,45,0,6.312734899191521
18085,Shoes,Nautica,Used,Men,Nautica Loredana Gaggini,42,0,13.283999944478273
14792,Shoes,Lily of France,Very Used,Women,Value Milo Cicilia,41,0,9.5
25661,Shoes,Ralph Lauren,New,Men,Polo Sig.ra Dina Proietti,38,0,34.95199990272522
15155,Shoes,Burnside,Very Used,Men,Burnside Sig.ra Antonina Goldstein,40,0,11.922500002256129
50,Shoes,Vine Branch,Very Used,Men,910EB Nicola Flaiano,38,0,1.454111966639489
22733,Shoes,Becca by Rebecca Virtue,Used,Women,Becca Sole Trotta,38,0,25.228800058364868
22566,Shoes,Williams Cashmere,Very Used,Men,Williams Ilaria Romano-Pizziol,38,0,36.551249971333895
15428,Shoes,ExOfficio,Used,Men,ExOfficio Sig. Orazio Parri,38,0,31.007999986410145
5391,Shoes,Original Penguin,Used,Men,Original Dott. Ferdinando Combi,44,0,50.930250080069534
14687,Shoes,Ray-Ban,Very Used,Women,Ray-Ban Rosa Navarria-Pincherle,44,0,46.008405728553676
23159,Shoes,Joe Snyder,New,Men,Joe Dott. Lauretta Antonucci,44,0,18.20610005222261
18176,Shoes,OnGossamer,Used,Women,OnGossamer Alessandro Argurio-Tencalla,39,0,24.173644027815268
6236,Shoes,Betsey Johnson,Almost New,Women,Betsey Cirillo Sorrentino,39,0,43.806399939581745
5127,Shoes,LRG,Used,Men,LRG Sig. Gianmarco Boccioni,45,0,32.148900094628345
22537,Shoes,Vobaga,Used,Women,Vobaga Ramona Magrassi,42,0,20.02099564373318
23168,Shoes,Kanu Surf,Very Used,Men,Kanu Dott. Gianfranco Spallanzani,40,0,13.792500039562583
27248,Shoes,Calvin Klein,Almost New,Men,ck Sig. Cipriano Togliatti,39,0,12.144599985703826
18896,Shoes,Gold Toe,Almost New,Men,Gold Maria Caracciolo-Marrone,37,0,10.143000019714236
22606,Shoes,Woolrich,Very Used,Women,Woolrich Sophia Paolucci,39,0,24.71738522884544
25740,Shoes,Ralph Lauren,Very Used,Women,Ralph Antonella Berengario,41,0,15.814349830016122
27244,Shoes,Calvin Klein,New,Men,ck Susanna Cannizzaro,39,0,11.584300015389454
15612,Shoes,Hurley,Almost New,Men,Hurley Sig.ra Sole Pace,38,0,16.280071404843767
10952,Shoes,Motherhood Maternity,Used,Women,Motherhood Mariano Sagnelli,39,0,17.960480767150464
5121,Shoes,Xfy,Used,Women,Korean Pierangelo Grifeo,39,0,6.963604394521743
18890,Shoes,Gold Toe,New,Men,Gold Dott. Stefano Ossola,44,0,4.408000014722347
4940,Shoes,HoodieBuddie,Used,Men,Hoodie Lodovico Missoni,45,0,38.343900100886835
25390,Shoes,Lacoste,Very Used,Women,Lacoste Roman Aporti,37,0,43.01369984876364
22313,Shoes,Shephe,Almost New,Men,Shephe Elisa Iadanza,37,0,68.87879999354482
23006,Shoes,Fishworks,Very Used,Men,Fishworks Gilberto Giannone,40,0,44.86358881423234
17996,Shoes,LabelShopper,Used,Women,Misses Amalia Acerbi,38,0,5.98400987731154
11906,Shoes,FineBrandShop,Very Used,Women,Ladies Graziano Boaga,44,0,17.00475000618026
18194,Shoes,P.J. Salvage,New,Women,PJ Sig.ra Mariana Mercalli,39,0,32.61600009072573
23024,Shoes,Fox,Very Used,Men,Fox Maura Cusano,40,0,24.259200950327525
14911,Shoes,7 For All Mankind,Used,Women,7 Panfilo Iacobucci-Campano,38,0,64.54680003374816
22991,Shoes,Enjoi,Used,Men,Enjoi Baccio Manolesso-Contarini,42,0,36.92640054708571
18154,Shoes,Dog Is Good,Used,Women,Never Mattia Alfieri,38,0,18.546885468926245
25378,Shoes,LRG,Very Used,Men,LRG Calogero Forza,41,0,21.461449962854395
6176,Shoes,Bali,Very Used,Women,Bali Aldo Romano,43,0,17.423999972641468
15276,Shoes,Cubavera,Used,Men,Cubavera Viridiana Giannuzzi,43,0,17.336549980379644
15162,Shoes,Burnside,Very Used,Men,Burnside Vincenzo Trebbi,40,0,16.159500046167523
10459,Shoes,Yummie Tummie,Almost New,Women,Yummie Armando Soprano,37,0,39.94380014017224
17760,Shoes,Jessica London,Very Used,Women,Jessica Ricciotti Ceravolo-Finetti,40,0,12.052718896373122
14703,Shoes,Shadowline,Used,Women,Shadowline Goffredo Stucchi-Toscani,45,0,15.649199970066547
23337,Shoes,Gary Majdell Sport,Almost New,Men,Mens Telemaco Sansoni,44,0,9.819760402690664
22988,Shoes,Elan,Almost New,Women,Elan Dott. Bianca Dellucci,37,0,28.274400074779987
15261,Shoes,Columbia,Almost New,Men,Columbia Mercedes Pedersoli,37,0,30.419331057377367
1984,Shoes,Feetures,Used,Men,Feetures Martino Renault,37,0,17.955000076442957
25715,Shoes,Quiksilver,Almost New,Men,Quiksilver Sig. Leonardo Zichichi,40,0,23.10749996174127
15260,Shoes,Columbia,Very Used,Men,Columbia Teresa Stoppani,42,0,28.81831363330487
15225,Shoes,Carhartt,Very Used,Men,Carhartt Gianni Aldobrandi,41,0,21.55841969710619
17741,Shoes,Intimo,Very Used,Men,Intimo Eleanora Tasca,42,0,64.94399972856046
11655,Shoes,Columbia,Very Used,Women,Columbia Sig. Arturo Bonomo,41,0,36.69299994176254
2281,Shoes,Mountain Hardwear,Used,Women,Mountain Sig. Ermanno Pacetti,38,0,42.23142836986853
7397,Shoes,Sweetheart Slips,Almost New,Women,New Amleto Bonaventura,43,1,23.83731027716674
17285,Shoes,Croft & BarrowÂ®,Very Used,Men,Croft Gioachino Pagnotto,41,1,11.771999917924402
26563,Shoes,Ed Hardy,New,Men,Ed Giancarlo Nonis,44,1,6.821199399879121
20013,Shoes,Sock It To Me,Very Used,Women,Sock Dott. Alfio Maccanelli,42,1,5.212673901397571
12780,Shoes,Calvin Klein,Very Used,Men,Calvin Ida Donà,37,1,27.56320061277151
5732,Shoes,Canvas,Very Used,Men,Unisex Amalia Gatto,45,1,18.855837928418183
19972,Shoes,Shupaca,Used,Women,Shupaca Angelo Tropea,38,1,7.484255901170388
9486,Shoes,Silver Jeans,Very Used,Women,Silver Eleanora Mengolo,39,1,57.014999908860766
3269,Shoes,Ulla Popken,Used,Women,Ulla Ottavio Soprano,44,1,59.56405049283059
16448,Shoes,UNIONBAY,Almost New,Men,Unionbay Chiara Mondaini,39,1,20.69280001223087
19971,Shoes,ThatsRad,Very Used,Women,Set Germana Inzaghi,37,1,5.336439899755121
4294,Shoes,Adidas,Used,Women,Allegra Teresa Respighi,37,1,6.824106060678006
3153,Shoes,Orvis,Very Used,Women,Open Sig. Fiorino Norbiato,45,1,41.54445018991828
1955,Shoes,ExOfficio,Very Used,Men,ExOfficio Sig.ra Roberta Renzi,37,1,40.00590008497238
16231,Shoes,Rich & Skinny,Almost New,Women,Rich Vittoria Battaglia,38,1,25.288135366769552
13867,Shoes,Diamond Chain,Used,Women,Diamond Ermes Trapanese-Cardano,39,1,44.364778795602994
5744,Shoes,Vans,Very Used,Men,Vans Chiara Zanazzo-Zichichi,42,1,16.820263229291783
20021,Shoes,Sock It To Me,Almost New,Women,Sock Dott. Flavio Modiano,44,1,8.05596987849448
24060,Shoes,Speedo,New,Women,Speedo Milena Celentano,41,1,18.265904771360457
7760,Shoes,Under Moments,Used,Women,Under Pierpaolo Mascagni-Pavone,40,1,5.13655973374337
18492,Shoes,Tommy Bahama,Used,Men,Tommy Augusto Sobrero,40,1,14.086800519731637
17098,Shoes,Bottoms Out,Almost New,Men,Bottoms Lamberto Metella,40,1,10.760687718943029
23111,Shoes,Hurley,Almost New,Men,Hurley Lilla Tirabassi,39,1,27.27450013719499
24777,Shoes,Chestnut Hill,Used,Women,Chestnut Renata Valier-Fusani,43,1,18.96642088777145
14934,Shoes,Aeropostale,Almost New,Men,Aeropostale Lara Galtarossa,44,1,11.537882884066187
7781,Shoes,SEX NIGHT,Very Used,Women,V-collar Dott. Iolanda Agostinelli,40,1,11.275199977308512
9137,Shoes,Red Kap,Almost New,Men,Men's Marina Paoletti,41,1,12.701167365098357
25425,Shoes,Lucky Brand,Very Used,Women,Lucky Stefano Burcardo,44,1,24.101549967471517
16216,Shoes,Reef,Used,Men,Reef Lisa Camicione,42,1,27.669599935412407
24033,Shoes,Speedo,New,Men,Speedo Sole Mazzocchi-Scandone,41,1,15.580890446963897
7779,Shoes,Hanky Panky,Almost New,Women,University Tiziano Lippomano,45,1,24.946999948471785
24037,Shoes,Speedo,New,Women,Speedo Sig.ra Berenice Toso,39,1,25.7600689397677
3283,Shoes,Puma,Almost New,Women,Volcom Angelo Maffei,42,1,28.557000221684575
14625,Shoes,Olga,Very Used,Women,Olga Sig.ra Antonia Bersani,41,1,16.69150000315858
21408,Shoes,Coupe Collection,Used,Women,Coupe Evangelista Versace,39,1,38.47499975934625
12538,Shoes,Miss London,Very Used,Women,Women's Ricciotti Tomaselli,42,1,15.504069684602827
11105,Shoes,Ripe Maternity,New,Women,Ripe Federigo Fallaci,44,1,46.30500019714236
15023,Shoes,Adidas,Almost New,Women,Allegra Dott. Giacinto Mondaini,40,1,4.926320135839582
5728,Shoes,UNIONBAY,Used,Men,Unionbay Patrizia Badoer,39,1,20.155905921623145
18059,Shoes,Nautica,Almost New,Men,Nautica Ezio Morellato,44,1,9.562499974854292
5901,Shoes,NEFF,Used,Men,neff Dott. Gianfrancesco Fallaci,40,1,34.51800000295043
23927,Shoes,Shoshanna,New,Women,Shoshanna Elvira Volta,38,1,83.16000025346877
19831,Shoes,HUE,Almost New,Women,Hue Luciano Capecchi-Strangio,41,1,4.555278100277603
3234,Shoes,Sutton Studio,New,Women,Sutton Alessandro Rossellini,42,1,15.475967693880355
3209,Shoes,Orvis,New,Women,Silk-blend Morena Mimun-Boito,43,1,68.61400054395199
9275,Shoes,O'Neill,New,Men,Oneill Dott. Renata Majewski,42,1,13.36673715089988
13803,Shoes,Briggs,Very Used,Women,Briggs Gianmarco Bruno,38,1,24.947999991476536
21251,Shoes,Calvin Klein Jeans,New,Women,Calvin Sig. Costanzo Battaglia,38,1,24.814474961254746
14987,Shoes,Adidas,New,Men,Allegra Gianmarco Scialpi,40,1,7.398079923955798
3229,Shoes,Sutton Studio,Used,Women,Sutton Agostino Bonolis-Ottino,41,1,77.21614137302569
11056,Shoes,Olian,Used,Women,Olian Virginia Gottardi-Carli,42,1,48.87560012903996
5768,Shoes,Puma,Almost New,Women,Volcom Sig. Venancio Gelli,40,1,17.538000005297363
805,Shoes,K. Alexander,Used,Men,New Uberto Panzera,40,1,3.795329912070632
16322,Shoes,Savane,Very Used,Men,Savane Ermes Anguillara,40,1,11.092499995138494
1972,Shoes,ExOfficio,New,Men,ExOfficio Dott. Melania Mortati,37,1,20.140000093961135
12659,Shoes,Adidas,Used,Men,Allegra Vincenzo Bocelli,45,1,7.88785176068037
13800,Shoes,Briggs,Almost New,Women,Briggs Raffaellino Liguori-Sismondi,39,1,16.434066287745924
13753,Shoes,American Apparel,Very Used,Women,American Gianna Paolini,37,1,33.61499985214323
3226,Shoes,Sutton Studio,Used,Women,Sutton Melissa Scarpa-Sansoni,37,1,37.64310497211433
4152,Shoes,VIP BOUTIQUE,Used,Women,Womens Dott. Iolanda Bonino,42,1,9.60919286769551
4207,Shoes,2117 of Sweden,Almost New,Women,2117 Chiara Bruno-Toldo,43,1,23.363613558117944
2254,Shoes,Life Is Good,New,Men,Mens Lamberto Luciani,43,1,9.21310008391738
4168,Shoes,Prom21,New,Women,Zeilei Silvio Moresi,40,1,63.205799869447965
26612,Shoes,Fruit of the Loom,New,Men,Fruit Silvia Esposito,37,1,10.385608624630965
4173,Shoes,eloquii,Used,Women,eloquii Ermenegildo Foletti-Curci,37,1,26.251560557450876
789,Shoes,Nautica,Used,Men,Nautica Graziano Trevisani,37,1,9.617399963736535
17180,Shoes,Calvin Klein,Used,Men,Calvin Salvatore Lippomano-Casaleggio,44,1,15.875999973714354
3214,Shoes,Fashion Victim,New,Women,Stunning Dott. Ranieri Gozzi,45,1,17.591481708646064
26608,Shoes,Fruit of the Loom,Very Used,Men,Fruit Sante Mazzacurati,45,1,11.407500025816262
11581,Shoes,Columbia,Used,Men,Columbia Matteo Geraci-Casini,43,1,56.36363091336375
9279,Shoes,PAIGE,Almost New,Men,PAIGE Giuliana Chiesa-Lovato,44,1,67.58448322427388
15410,Shoes,Ed Garments,Used,Women,Ed Enrico Duse,41,1,19.816668358600214
17198,Shoes,Calvin Klein,Very Used,Women,Calvin Melissa Tozzi,44,1,27.297900038771342
16329,Shoes,Savane,New,Men,Savane Dott. Maria Verri,41,1,13.309500005096199
3188,Shoes,Rebecca Minkoff,New,Women,Rebecca Sig.ra Griselda Fieramosca,45,1,90.37266357269527
19963,Shoes,Rampage,Almost New,Women,Rampage Angelina Bocelli-Burcardo,44,1,7.38720000050962
9203,Shoes,Not Your Daughter's Jeans,Very Used,Women,Not Gianpaolo Modiano,43,1,32.3249864489989
123,Shoes,Y&G,Used,Men,Black Ramona Gaito-Pisani,39,1,4.708619915495832
27156,Shoes,Tommy Bahama,New,Men,Tommy Livio Littizzetto,40,1,9.300500006228688
21388,Shoes,Columbia,Almost New,Men,Columbia Dott. Ottone Cainero,42,1,68.03546651734614
7690,Shoes,Royal Silk,Very Used,Women,Silk Dott. Marissa Montanari,41,1,24.604999963194132
753,Shoes,Modadorn,Almost New,Women,Modadorn Melina Turati,37,1,5.133647900535397
23926,Shoes,Shoshanna,New,Women,Shoshanna Veronica Cuzzocrea,41,1,80.62031284323895
